"plot","treeNum","DBH_cm","height_m","species","dOut_m","dSideR_m","dSideL_m","notes","percentLive","plotNum"
29,9,39.5,2.4,"PIPO",50,NA,"-0.95","WB, broken, FS 2.4m",0,25
29,10,39,12.3,"PIPO",49.8,NA,"-3.52","WB, crypto, lots of exit holes, broken, DEPO pitch tube",0,25
3,1,63.8,29.9,"ABCO",2.2,4.4,NA,"lichen",98,3
3,2,5.8,3.2,"ABCO",14.8,1.5,NA,"sparse",98,3
3,3,18.4,6.7,"ABCO",14.8,1.8,NA,NA,97,3
3,4,70.3,33.3,"ABCO",22,3.8,NA,NA,98,3
3,5,49,18.9,"ABCO",24.9,1.5,NA,NA,98,3
3,6,19.5,9.3,"ABCO",25.1,1.9,NA,NA,98,3
3,7,10.5,5.1,"ABCO",25.2,2.8,NA,NA,0,3
3,8,15.2,7.1,"ABCO",26,3.7,NA,"sparse",97,3
3,9,22.7,9.9,"ABCO",46.8,0.3,NA,NA,0,3
3,10,21,1.7,"ABCO",46.2,0.3,NA,"wood borers",0,3
3,11,0,1.35,"ABCO",47.4,NA,"-0.1","BROKE below DBH",0,3
3,12,54.9,22,"ABCO",46,NA,"-1.3","lichen, wood borer",0,3
3,13,16.8,5.7,"PIPO",37.1,NA,"-0.1",NA,96,3
3,14,31.4,9.5,"ABCO",34.5,NA,"-3.3","lots of pitching",85,3
3,15,27.9,11.2,"ABCO",26.9,NA,"-2.3",NA,0,3
3,16,21.7,10.9,"ABCO",25.1,NA,"-3.6",NA,0,3
3,17,0,1.1,"ABCO",22.2,NA,"-1.3","sparse",96,3
3,18,45.3,28.8,"ABCO",8.4,NA,"-1.3","lot of epicormic sprouting",98,3
3,19,7.3,4.5,"ABCO",7,NA,"-3.8","wood borer, fir engraver",0,3
30,1,7.6,6.5,"ABCO",0.4,0.4,NA,"SD, fire scar 4m",0,26
30,2,51.7,13.7,"CADE",5.7,2.8,NA,"SD, fire scar 10m, forked at top",0,26
30,3,24.8,9.4,"CADE",10.5,4,NA,"SD, 5m fire scar",0,26
30,4,0,1.2,"PIPO",7.4,4,NA,"sapling",98,26
30,5,24.4,10.8,"CADE",17.1,0.1,NA,"SD, fire scar 3m",0,26
30,6,2.8,2.3,"QUKE",16.4,0.8,NA,"mech",87,26
30,7,0,1,"CADE",42.6,NA,"-2.7",NA,91,26
30,8,0.2,1.4,"CADE",34.7,NA,"-1.2","mech",89,26
30,9,0,1.36,"CADE",34.6,NA,"-2","mech",93,26
30,10,30.7,10.1,"CADE",23.8,NA,"-4.1",NA,95,26
30,11,26.9,2.7,"ABCO",6.7,NA,"-4.5","SD, fire scar 2.7, broke",0,26
30,12,16.6,5.9,"CADE",2.7,NA,"-1.9",NA,0,26
30,13,0,1.3,"PIPO",2.3,NA,"-3.5","winter flecking, sapling",95,26
30,14,22.8,3.3,"ABCO",1.9,NA,"-2.8","cryptoporous, broke, lean",0,26
30,15,24.2,9.5,"CADE",1.4,NA,"-0.1","SD, 4.5m fire scar",0,26
31,1,0,1,"PIPO",47.5,NA,"-4.4",NA,98,27
31,2,0.3,1.4,"ABCO",47.3,NA,"-4.3",NA,99,27
31,3,0,1.1,"ABCO",47.7,NA,"-4.3",NA,98,27
31,4,0.5,1.6,"PSME",48.3,NA,"-4.6",NA,96,27
31,5,0,1,"PSME",40.3,NA,"-4",NA,98,27
31,6,33.2,4.2,"ABCO",38.4,NA,"-1.2",NA,0,27
31,7,9.4,8,"UNK",37.1,NA,"-4.3","shredding bark, orangeish but not as red as cade. Hard to assess species. Spongy burnt bark.",0,27
31,8,0.6,1.6,"CADE",34.3,NA,"-0.7",NA,99,27
31,9,40.1,3,"ABCO",33.7,NA,"-5",NA,0,27
31,10,0,1.2,"PIPO",31.9,NA,"-1.4",NA,99,27
31,11,0.3,1.4,"ABCO",32.2,NA,"-1.4","multiple leaders",98,27
31,12,0,1,"ABCO",32.3,NA,"-1.2","multiple leaders",97,27
31,13,0,1.3,"ABCO",32.3,NA,"-1.4","multiple leaders",99,27
31,14,0,1,"PIPO",32.1,NA,"-3.5",NA,95,27
31,15,0,1.3,"PIPO",32.8,NA,"-3.7",NA,91,27
31,16,0,1.1,"ABCO",31.6,NA,"-2.5",NA,97,27
31,17,1,1.8,"PIPO",32.3,NA,"-1.8",NA,97,27
31,18,0,1.1,"ABCO",31.5,NA,"-2.3",NA,96,27
31,19,7.1,1.4,"UNK",28.9,NA,"-1.2","no bark left, really burned, can't tell species",0,27
31,20,0.4,1.5,"CADE",28,NA,"-4.3",NA,99,27
31,21,0.2,1.5,"CADE",26.9,NA,"-3.6",NA,97,27
31,22,0,1.2,"ABCO",25.8,NA,"-3.5",NA,97,27
31,23,0.4,1.4,"ABCO",25.8,NA,"-4",NA,98,27
31,24,0,1,"PIPO",25.9,NA,"-4.6",NA,97,27
31,25,0,1.3,"PSME",24.8,NA,"-3.4",NA,96,27
31,26,0,1.1,"ABCO",24.7,NA,"-3.4",NA,98,27
31,27,1.3,1.8,"PIPO",24.3,NA,"-3.1",NA,97,27
31,28,0,1.1,"PIPO",24.2,NA,"-3.1",NA,99,27
31,29,0.3,1.37,"PIPO",23.8,NA,"-1.1",NA,97,27
31,30,0,1.36,"ABCO",23.4,NA,"-3",NA,100,27
31,31,0.4,1.6,"CADE",23.2,NA,"-4",NA,98,27
31,32,0.2,1.4,"PIPO",23.1,NA,"-4.6","1 needle bundle measured for DBH",96,27
31,33,1.2,1.5,"PIPO",23.1,NA,"-4.9",NA,98,27
31,34,0.7,1.7,"ABCO",22.4,NA,"-3.7",NA,98,27
31,35,0.2,1.5,"CADE",21.8,NA,"-4.8","this dSide may be closer to… (data sheet does not finish this sentence)",96,27
31,36,0,1,"ABCO",21.6,NA,"-1",NA,97,27
31,37,0,1.2,"ABCO",22.2,NA,"-3.4",NA,96,27
31,38,0,1,"ABCO",20.5,NA,"-4.6",NA,98,27
31,39,0.7,1.6,"ABCO",20.8,NA,"-1.9",NA,99,27
31,40,0,1.1,"ABCO",20.5,NA,"-1.6",NA,98,27
31,41,0,1.3,"ABCO",20.6,NA,"-1.9",NA,98,27
31,42,0,1,"ABCO",19.8,NA,"-1.1",NA,98,27
31,43,0,1.1,"PIPO",19.5,NA,"-1.1",NA,95,27
31,44,4.5,2.4,"PIPO",20.1,NA,"-4.5",NA,96,27
31,45,0,1.1,"ABCO",18.4,NA,"-0.6",NA,99,27
31,46,0,1,"PSME",18.3,NA,"-0.2",NA,96,27
31,47,0,1.3,"ABCO",20.5,NA,"-4.9",NA,97,27
31,48,0,1.1,"PSME",20.4,NA,"-4.7",NA,95,27
31,49,1.2,1.7,"CADE",20.7,NA,"-4.7",NA,95,27
31,50,0,1.2,"CADE",18.7,NA,"-4.2",NA,94,27
31,51,0.2,1.4,"PIPO",18.6,NA,"-3",NA,97,27
31,52,1,1.7,"PIPO",17.7,NA,"-0.6",NA,98,27
31,53,0,1,"ABCO",18.9,NA,"-2.6",NA,99,27
31,54,0.4,1.4,"PSME",18.8,NA,"-2",NA,99,27
31,55,0,1.3,"PIPO",17,NA,"-1.2",NA,95,27
31,56,0.2,1.4,"PIPO",17.9,NA,"-3.7",NA,98,27
31,57,0,1.3,"PIPO",17.4,NA,"-1.3","multiple leaders",96,27
31,58,1.7,1.8,"PIPO",17.6,NA,"-2.4",NA,96,27
31,59,2,1.9,"CADE",16,NA,"-0.01",NA,99,27
31,60,0.9,1.6,"PIPO",16.2,NA,"-1.8",NA,96,27
31,61,0.6,1.5,"ABCO",14.5,NA,"-0.3",NA,98,27
31,62,4.2,2.7,"PIPO",16,NA,"-3.4",NA,96,27
31,63,3,2.2,"PIPO",15.1,NA,"-3.2",NA,97,27
31,64,63.2,14.5,"ABCO",13.9,NA,"-0.1","peeling bark, 10m fire scar",0,27
31,65,2,2,"PIPO",14.3,NA,"-3.5",NA,96,27
31,66,0.9,1.7,"CADE",14.3,NA,"-2.7",NA,95,27
31,67,0,1,"PIPO",14.3,NA,"-4.5",NA,99,27
31,68,0,1.1,"PIPO",14,NA,"-5","a little buried",97,27
31,69,0.4,1.5,"CADE",12.5,NA,"-1.7","in big CEIN clump but edge of clearing",98,27
31,70,0,1.3,"CADE",12.9,NA,"-4",NA,94,27
31,71,0,1,"PIPO",13.4,NA,"-3.4",NA,96,27
31,72,0.6,1.5,"PIPO",11.2,NA,"-1.2",NA,97,27
31,73,1.2,1.9,"PIPO",10.8,NA,"-2.9","new leader 1 flag",96,27
31,74,2.2,1.9,"PIPO",10.5,NA,"-2",NA,97,27
31,75,1.1,1.6,"CADE",10.9,NA,"-4.5",NA,98,27
31,76,0.4,1.4,"PSME",9.5,NA,"-3.4",NA,99,27
31,77,4,2.5,"PIPO",8.9,NA,"-3.6",NA,98,27
31,78,0,1,"CADE",9.4,NA,"-4",NA,97,27
31,79,0,1,"CADE",6.8,NA,"-1",NA,98,27
31,80,0,1.1,"CADE",6.8,NA,"-2.4",NA,98,27
31,81,0,1.2,"PSME",5,NA,"-0.4",NA,98,27
31,82,58,6,"ABCO",4.7,NA,"-5","fire scar 6m",0,27
31,83,41.2,3.3,"ABCO",2.9,NA,"-0.9",NA,0,27
31,84,50.4,4.9,"ABCO",4.8,NA,"-4.9","fire scar 4.9",0,27
31,85,0.2,1.4,"PIPO",4.1,NA,"-4.6",NA,97,27
31,86,0.4,1.4,"CADE",1.3,NA,"-1.4",NA,95,27
31,87,0.5,1.4,"CADE",0.5,NA,"-0.2",NA,98,27
32,1,38,5.6,"ABCO",0,NA,"-1.3","fire scar to top",0,28
32,2,2.7,6.1,"QUKE",0.7,3.5,NA,"5 resprouts, approx 96% live. Parent oak DD",96,28
32,3,3.5,12,"QUKE",0.5,4.2,NA,"6 sprouts",97,28
32,4,25.9,6.6,"QUCH",2.9,NA,"-4.1","4 resprouts",0,28
32,5,8.8,5.5,"CADE",1.9,NA,"-4.2",NA,0,28
32,6,1.5,1.7,"QUCH",7.5,NA,"-0.9","4 sprouts",95,28
32,7,15.5,6.6,"ABCO",7.1,NA,"-0.1",NA,0,28
32,8,8.7,7.3,"QUCH",9.6,NA,"-0.5","8 sprouts, 3 are dead",95,28
32,9,3,2.7,"QUCH",7.3,NA,"-2.5",NA,97,28
32,10,4.5,3,"CADE",9.5,NA,"-1.7","fire scar 1.9m",0,28
32,11,1.9,3,"QUKE",10.9,NA,"-1.1","4 sprouts",98,28
32,12,29,8.1,"PSME",10.3,4.2,NA,"might be ABCO, a bit too burned to tell",0,28
32,13,10.6,10.2,"QUCH",12.6,NA,"-0.8","13 resprouts at 97% live",0,28
32,14,11,4,"QUCH",10.6,NA,"-4","20+ resprouts at 97% live",0,28
32,15,3.5,3.5,"QUKE",12.5,NA,"-4",NA,96,28
32,16,7,4.9,"QUKE",11,3,NA,"7 sprouts, herbivory",96,28
32,17,19,3,"QUCH",12.8,3.9,NA,"12 resprouts at 97% live",0,28
32,18,23,16.5,"QUCH",18.1,4,NA,"10+ resprouts, ""this is a clusterfuck of oats"" -Jenny",0,28
32,19,34.7,18,"PIPO",20.5,NA,"-3.3","fire scar 5m",99,28
32,20,5.5,2.5,"QUKE",18.3,3.6,NA,"bent",98,28
32,21,0.5,1.6,"QUCH",20,NA,"-1.5","4 sprouts",97,28
32,22,31.8,25.3,"PSME",22.1,1,NA,"fire scar 3m",96,28
32,23,4.4,3.2,"QUKE",22.5,1,NA,NA,95,28
32,24,19,10.1,"QUCH",23.4,2.5,NA,"12 resprouts, 2 are dead",96,28
32,25,20,3.5,"QUCH",24.7,2.5,NA,"4 resprouts",0,28
32,26,10.7,5.3,"CADE",24.5,NA,"-2.8","fire scar 2.1m",0,28
32,27,8.5,4,"CADE",28.5,NA,"-2","0 fire scar",0,28
32,28,2.5,2.2,"QUCH",29.2,2.8,NA,"4 sprouts",98,28
32,29,4,4.2,"QUCH",29.7,4.3,NA,"2 sprouts",98,28
32,30,1.8,2,"QUCH",34.4,NA,"-2.4","3 sprouts",97,28
32,31,2.2,2.4,"QUCH",33,1.6,NA,"9 sprouts",97,28
32,32,6.8,4.6,"QUKE",34.4,NA,"-4.1","4 sprouts, herbivory",96,28
32,33,2.5,2.6,"PSME",36.1,4.7,NA,NA,99,28
32,34,0.6,1.8,"QUCH",37.5,1.6,NA,NA,98,28
32,35,1,2.3,"QUCH",37.3,4.6,NA,NA,98,28
32,36,3,2.6,"QUCH",39.2,4.4,NA,"6 sprouts",97,28
32,37,4.8,3.5,"QUCH",42.3,2,NA,"7 sprouts",98,28
32,38,19,4.5,"QUKE",49.2,1.3,NA,"16 resprouts at about 98% live",0,28
34,1,0,1.26,"PIPO",5.5,2.35,NA,"NM, WF",99,29
34,2,0,1.31,"PIPO",7.2,4.51,NA,"NM, WF",96,29
34,3,0,1.37,"PIPO",0.9,NA,"-3.75","NM, WF",97,29
34,4,0,1.05,"PIPO",1.4,NA,"-4.81","NM, WF",97,29
34,5,0,1.1,"PIPO",1.4,NA,"-3.55","NM, WF",97,29
34,6,0,1.23,"PIPO",1.8,NA,"-4.1","NM, WF",97,29
34,7,0,1.23,"PIPO",1.85,NA,"-4.45","NM, WF",98,29
34,8,0,1.12,"PIPO",1.9,NA,"-4.85","NM, WF",99,29
34,9,0,1.27,"PIPO",2.1,NA,"-4.25","NM, WF",99,29
34,10,0,1.05,"PIPO",10.7,0.9,NA,"NM, WF",99,29
34,11,0,1.02,"PIPO",16.5,2.45,NA,"NM, WF",98,29
34,12,0,1.2,"PIPO",18.2,3.8,NA,"NM, WF",99,29
34,13,0.9,1.5,"PIPO",19.8,1.77,NA,"NM, WF",99,29
34,14,0,1.23,"PIPO",19.8,1.34,NA,"NM, WF, MECH",96,29
34,15,0,1.27,"PIPO",19.5,0.1,NA,"NM, WF, MECH",98,29
34,16,0,1.02,"PIPO",20,0.4,NA,"NM, WF",98,29
34,17,0,1.21,"PIPO",21.9,0.65,NA,"NM, WF",97,29
34,18,0,1.29,"PIPO",9.9,NA,"-2.1","NM, WF",97,29
34,19,0,1.37,"PIPO",11.7,NA,"-2","NM, WF",96,29
34,20,0,1.23,"PIPO",11.76,NA,"-2.25","NM, WF",96,29
34,21,68.6,35.4,"PIPO",12.9,NA,"-0.01","FS 6M, WB, exit holes",99,29
34,22,0,1.07,"PIPO",13.2,NA,"-1.85","WF, NM",99,29
34,23,0.7,1.47,"PIPO",14.7,NA,"-3.55","WF, NM, pretty good",99,29
34,24,0,1,"PIPO",14.7,NA,"-2.55","WF, NM, brown needles",96,29
34,25,0,1.3,"PIPO",14.9,NA,"-2.4","WF, NM",99,29
34,26,0,1,"PIPO",14.6,NA,"-4.95","WF, NM",99,29
34,27,0,1.1,"PIPO",18.1,NA,"-0.35","WF, NM, mostly brown needles",87,29
34,28,0,1.25,"PIPO",19.1,NA,"-2","WF, NM",98,29
34,29,0,1.1,"PIPO",22.1,NA,"-0.3","WF, NM, two leaders",93,29
34,30,0,1.21,"PIPO",22.4,NA,"-2.1","NM, WF",96,29
34,31,0,1.29,"PIPO",22.42,NA,"-2.2","NM, WF",98,29
34,32,0,1.19,"PIPO",22.47,NA,"-2.55","NM, WF",98,29
34,33,0,1.21,"PIPO",22.7,NA,"-4.7","two leaders, 1 dying, WF, NM",96,29
34,34,0,1.06,"PIPO",22.75,NA,"-1.75","NM, WF",98,29
34,35,0,1.01,"PIPO",22.8,NA,"-1.45","NM, WF",98,29
34,36,0,1.31,"PIPO",23.4,NA,"-1.9","NM, WF, pretty brown",94,29
34,37,0,1,"PIPO",23.7,NA,"-0.5","NM, WF, brown needles",93,29
34,38,0,1.1,"PIPO",24.5,NA,"-3.5","NM, WF",98,29
34,39,0,1.02,"PIPO",24.8,NA,"-3.1","NM, WF",99,29
34,40,0,1.1,"PIPO",25,NA,"-2.7","NM, WF",97,29
34,41,0,1.02,"PIPO",25.1,NA,"-2.85","NM, WF",97,29
34,42,0,1.22,"PIPO",25.4,NA,"-3.4","NM, WF",98,29
34,43,0,1.03,"PIPO",25.15,NA,"-1.1","NM, WF, dtop, crook, pitch on bole, mech",82,29
34,44,0,1.01,"PIPO",25.2,NA,"-1.3","NM, WF",99,29
34,45,0,1.07,"PIPO",25.2,NA,"-1.85","2 leaders, 1 leader dead",92,29
34,46,0,1.1,"PIPO",25.17,NA,"-2.45","NM, WF",97,29
34,47,0,1.12,"PIPO",26.1,NA,"-4.25","NM, WF, growing in CEIN",96,29
34,48,0,1.32,"PIPO",25.4,NA,"-4.9","NM, WF",98,29
34,49,0,1.06,"PIPO",25.55,0.33,NA,"NM, WF, brown needles",93,29
34,50,0,1.05,"PIPO",25.35,0.28,NA,"mech, NM, WF",97,29
34,51,0,1.01,"PIPO",28.9,NA,"-1.7","NM, WF, flag, brown needles",97,29
34,52,0,1.02,"PIPO",28.7,NA,"-2.2","NM, WF",98,29
34,53,0,1.29,"PIPO",29.7,NA,"-2.36","NM, WF",98.5,29
34,54,0,1.3,"PIPO",30,NA,"-2.83","NM, WF",97,29
34,55,1.4,1.5,"PIPO",29.6,NA,"-4.15","NM, WF",98,29
34,56,0,1.35,"PIPO",29.5,NA,"-4.6","NM, WF, supp",98,29
34,57,0,1.35,"PIPO",29.4,NA,"-4.6","NM, WF, supp",98,29
34,58,0,1.26,"PIPO",29.7,NA,"-4.2","NM, WF",98,29
34,59,2.6,2.2,"PIPO",31.6,NA,"-3.7","growth pitch",99,29
34,60,0.7,1.38,"PIPO",31.8,NA,"-3","NM, WF, supp (in CEIN)",96,29
34,61,0,1.21,"PIPO",33.2,NA,"-2.4","supp, in CEIN",97,29
34,62,0.9,1.4,"PIPO",35.4,0.1,NA,"NM, WF",99,29
34,63,0.9,1.38,"PIPO",35.7,NA,"-0.1","NM, WF sup (in CEIN)",98,29
34,64,0,1.09,"PIPO",36.4,2.22,NA,"NM, WF",99,29
34,65,1.8,1.39,"PIPO",36.8,2.6,NA,"NM, WF",98,29
34,66,1.2,1.5,"PIPO",36.9,2.15,NA,"brown needles, mech",96,29
34,67,0,1.3,"PIPO",36.9,2.35,NA,"NM, WF",98,29
34,68,0,1.35,"PIPO",36.6,4.1,NA,"NM, WF",98,29
34,69,1.1,1.39,"PIPO",36.8,3.3,NA,"NM, WF",98,29
34,70,0,1.32,"PIPO",37,4.4,NA,"brown needles",97,29
34,71,0.8,1.48,"PIPO",37,4.95,NA,"NM, WF, growth pitch",98,29
34,72,0,1.31,"PIPO",38,4.1,NA,"growth pitch, NM, WF",97,29
34,73,0.9,1.38,"PIPO",38.1,0.1,NA,"NM, WF, lots of brown needles, Dtop",45,29
34,74,0,1.36,"PIPO",38,4.55,NA,"NM, WF, supp",97,29
34,75,0,1.01,"ABCO",38.4,0.3,NA,"brown needles",99,29
34,76,1.4,1.52,"PIPO",38.6,1.47,NA,"NM, WF",98,29
34,77,1.03,1.54,"PIPO",37.75,0.1,NA,"NM, WF",99,29
34,78,3.2,2.5,"PIPO",38.4,0.4,NA,"healthy, NM, WF",98,29
34,79,0,1.32,"PIPO",39.8,1.3,NA,"SD",0,29
34,80,0,1.05,"ABCO",38.3,2.4,NA,"healthy",99,29
34,81,0,1.03,"ABCO",39.4,3.1,NA,"healthy",99,29
34,82,0,1.32,"ABCO",39.4,3.7,NA,"lean, growing around DD tree",99,29
34,83,0,1.27,"ABCO",40.9,2.6,NA,"healthy",100,29
34,84,0,1.07,"ABCO",36.6,NA,"-0.7","mech",98,29
34,85,0,1.05,"ABCO",37.7,NA,"-1.25","healthy",99,29
34,86,0,1.2,"ABCO",38.2,NA,"-0.87","healthy",99,29
34,87,0,1.35,"PIPO",38.2,NA,"-1.5","NM, WF",99,29
34,88,0,1.06,"ABCO",37.2,NA,"-3.9","healthy",99,29
34,89,0,1.1,"PIPO",38.2,NA,"-4.65","lean, NM, WF",96,29
34,90,0.8,1.4,"PIPO",38.9,NA,"-4.3","Dtop, pitch on bole",50,29
34,91,0,1.09,"ABCO",38.8,NA,"-3","healthy",99,29
34,92,0,1.13,"PIPO",38.4,NA,"-3.1","lean, SD",0,29
35,1,85.5,45.7,"PIPO",0,1.34,NA,NA,99,30
35,2,14.1,6,"CADE",0.4,1.3,NA,"standing dead, leaning",0,30
35,3,7.8,2.5,"CADE",1,4,NA,"standing dead",0,30
35,4,19.8,7,"CADE",1.1,4.1,NA,NA,96,30
35,5,78.7,5.5,"QUKE",2.3,6.2,NA,"SD (old)",0,30
35,6,28,13.7,"CADE",2.6,3.2,NA,NA,99,30
35,7,7.8,5,"CADE",2.6,3.7,NA,"SD",0,30
35,8,30.4,7.8,"CADE",5.1,8.9,NA,NA,95,30
35,9,17.7,7,"CADE",5.3,8.9,NA,"BTOP",0,30
35,10,0,1,"ABCO",5.6,10,NA,NA,100,30
35,11,0,1,"ABCO",5.1,6.5,NA,NA,100,30
35,12,0,1,"CADE",5.12,6.2,NA,NA,100,30
35,13,0,1,"ABCO",5.12,6,NA,NA,100,30
35,14,1.4,1.7,"CADE",5.7,5.2,NA,"mech damage",90,30
35,15,1.2,1.8,"ABCO",5.4,9.8,NA,NA,99,30
35,16,0,1.2,"ABCO",5.4,8.9,NA,NA,100,30
35,17,0,1.1,"ABCO",6.2,2.4,NA,NA,100,30
35,18,6.2,2.6,"CADE",6.25,2.9,NA,NA,95,30
35,19,8.3,4,"CADE",6.3,4.7,NA,NA,93,30
35,20,1.4,1.4,"ABCO",7,6.7,NA,"crook",100,30
35,21,0,1.2,"ABCO",6.3,8.3,NA,NA,99,30
35,22,1,1.7,"CADE",7.1,9.1,NA,NA,99,30
35,23,5.9,5,"ABCO",7.2,9.2,NA,NA,99,30
35,24,0,1,"ABCO",7,7,NA,NA,100,30
35,25,0.6,1.6,"CADE",7.6,3.89,NA,"crook, mech",94,30
35,26,0,1.3,"CADE",7.6,3.98,NA,"crushed by log",90,30
35,27,0.3,1.4,"ABCO",7.45,2.8,NA,NA,99,30
35,28,4.9,3.3,"ABCO",7.5,1.1,NA,NA,97,30
35,29,6.8,3.1,"CADE",8.4,0.98,NA,NA,92,30
35,30,0.4,1.5,"ABCO",8.45,0.65,NA,NA,94,30
35,31,0.5,1.5,"ABCO",8.1,4.35,NA,NA,98,30
35,32,0.6,1.5,"ABCO",8.2,4.39,NA,NA,98,30
35,33,1.8,2,"CADE",9.1,4.85,NA,NA,93,30
35,34,0,1.3,"ABCO",8.4,6.25,NA,NA,99,30
35,35,0.9,1.8,"ABCO",8.4,9.9,NA,NA,97,30
35,36,0,1.3,"ABCO",8.1,9.9,NA,NA,96,30
35,37,5,4,"ABCO",7.7,9.7,NA,NA,99,30
35,38,0,1.36,"ABCO",10,9.1,NA,NA,99,30
35,39,0,1.2,"ABCO",9.9,8.8,NA,NA,100,30
35,40,0,1.1,"ABCO",9.9,8.6,NA,NA,100,30
35,41,0.6,1.6,"ABCO",9.9,8,NA,"two leaders",99,30
35,42,0,1.3,"ABCO",9.2,5.15,NA,NA,100,30
35,43,3.8,2.4,"CADE",9.4,2,NA,"SD",0,30
35,44,2.8,2.2,"ABCO",9.2,3.6,NA,NA,98,30
35,45,0,1.3,"ABCO",9.9,1,NA,NA,99,30
35,46,3.8,2.8,"ABCO",10.4,2.3,NA,NA,99,30
35,47,0,1.3,"CADE",10.3,0.7,NA,"SD",0,30
35,48,0.5,1.5,"CADE",10.5,0.7,NA,NA,99,30
35,49,0,1.3,"CADE",10.8,2.3,NA,NA,96,30
35,50,3.4,3.1,"ABCO",11.3,1.35,NA,NA,99,30
35,51,0.9,1.8,"ABCO",11.1,4.4,NA,NA,99,30
35,52,1.5,2.1,"ABCO",10.6,4,NA,NA,98,30
35,53,0,1.36,"ABCO",11.6,2.6,NA,NA,96,30
35,54,1.8,2.2,"ABCO",12.2,3.3,NA,"mech",93,30
35,55,0,1.2,"ABCO",11.9,0.4,NA,NA,100,30
35,56,24.7,14.8,"CADE",12.1,4.6,NA,"top 10% healthy; sparse",99,30
35,57,0.9,1.7,"CADE",12.2,3.2,NA,NA,97,30
35,58,7.5,4.5,"ABCO",12.5,1.8,NA,NA,100,30
35,59,1.5,2,"ABCO",12.7,1.4,NA,NA,98,30
35,60,74.2,44.5,"PIPO",12.4,4.4,NA,NA,99,30
35,61,2.8,1.7,"CADE",10.3,7,NA,"BTOP -> mech",91,30
35,62,3.1,1.9,"CADE",10.4,9.6,NA,NA,95,30
35,63,3.4,2.3,"CADE",11.2,9.1,NA,NA,95,30
35,64,23.7,14.6,"CADE",12.6,5.6,NA,"SD; lean",0,30
35,65,0.3,1.38,"ABCO",13.1,6.1,NA,NA,100,30
35,66,6.5,3,"CADE",14.4,7,NA,"SD; lean",0,30
35,67,0,1.2,"ABCO",12.6,5.9,NA,NA,98,30
35,68,0,1.2,"ABCO",14.5,6.6,NA,NA,96,30
35,69,0,1.2,"ABCO",17.1,5.4,NA,NA,99,30
35,70,0.5,1.6,"CADE",13.3,3.1,NA,"mech",95,30
35,71,0,1.3,"ABCO",13.5,1.15,NA,NA,99,30
35,72,24.1,13.3,"CADE",14.4,0.6,NA,"sparse",88,30
35,73,1.2,1.8,"ABCO",14.5,1.5,NA,NA,99,30
35,74,5.2,4,"ABCO",14.3,3.1,NA,NA,98,30
35,75,4.1,3.2,"ABCO",15.1,2.5,NA,NA,99,30
35,76,2.1,2,"ABCO",15.3,0.1,NA,NA,99,30
35,77,0,1,"ABCO",14.6,0.2,NA,NA,99,30
35,78,2.9,2.6,"ABCO",15.7,0.8,NA,NA,100,30
35,79,0.9,1.7,"ABCO",16.2,3.1,NA,NA,100,30
35,80,1.1,1.6,"ABCO",16.75,1.5,NA,NA,100,30
35,81,0,1.1,"ABCO",17.7,1.2,NA,NA,99,30
35,82,15.3,8.4,"CADE",18.3,3.7,NA,"SD; lean",0,30
35,83,0,1,"ABCO",18.4,3.5,NA,NA,98,30
35,84,0,1.1,"ABCO",18.8,3,NA,NA,100,30
35,85,0,1,"ABCO",18.7,2.25,NA,NA,99,30
35,86,0,1.2,"ABCO",18.6,2.1,NA,NA,99,30
35,87,0,1.3,"ABCO",18.7,4.1,NA,NA,100,30
35,88,0.2,1.4,"ABCO",18.6,5,NA,NA,99,30
35,89,6,4,"CADE",18.8,1.9,NA,"SD",0,30
35,90,27.3,26.1,"PIPO",18.75,3.2,NA,NA,98,30
35,91,31.4,19.4,"CADE",18.9,1.8,NA,"sparse",90,30
35,92,13.9,6,"CADE",21,2,NA,"SD",0,30
35,93,3.7,3.3,"ABCO",20.2,3.8,NA,NA,99,30
35,94,0,1.2,"ABCO",21,2.1,NA,NA,99,30
35,95,0,1.2,"ABCO",20.8,7.6,NA,NA,100,30
35,96,8.1,4.9,"CADE",21.65,7.9,NA,NA,0,30
35,97,0.5,1.4,"ABCO",22,8.3,NA,NA,100,30
35,98,0,1.2,"ABCO",22.6,8.4,NA,NA,99,30
35,99,13.3,6.9,"CADE",22.7,7.5,NA,NA,96,30
35,100,0,1.1,"ABCO",22.8,5.6,NA,NA,100,30
35,101,0,1.1,"ABCO",23.2,6.2,NA,NA,99,30
35,102,1.5,2,"CADE",23.7,1.5,NA,NA,95,30
35,103,6.8,3.3,"CADE",24.6,3.4,NA,NA,95,30
35,104,10.8,5,"CADE",23.2,8.5,NA,NA,96,30
35,105,4.7,2.5,"CADE",25.2,5,NA,NA,97,30
35,106,0,1.3,"CADE",26.1,2.3,NA,NA,99,30
35,107,0.6,1.6,"CADE",26.4,3,NA,NA,98,30
35,108,20.3,6,"CADE",27.4,1.45,NA,"BTOP, SD",0,30
35,109,5.1,3,"CADE",27,4,NA,"leaning",95,30
35,110,0.1,1.4,"CADE",28.5,0.85,NA,NA,97,30
35,111,0,1.3,"ABCO",29.9,0.4,NA,NA,99,30
35,112,1.8,2,"CADE",27.7,5,NA,NA,94,30
35,113,86.5,48.8,"ABCO",28.2,6.2,NA,NA,97,30
35,114,17.7,12.2,"CADE",29.9,6.4,NA,"sparse",95,30
